,blockNumber,timeStamp,hash,nonce,blockHash,from,contractAddress,to,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations
39,7771770,1558016370,0x10835f1dbb202c18eaa434c64bb31f042f94c5a9e139c97e486cbb9ae504e98f,51,0xfd294c5e81f5e7f809e3d724abe51497d4202f454715ba1378c069269b335249,0x4defa30195094963cfac7285d8d6e6e523c7f90d,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,0x3fda67f7583380e67ef93072294a7fac882fd7e7,1032600105724074254750,Sai Stablecoin v1.0,SAI,18,73,209256,20000000000,124499,4310486,deprecated,6297728
40,7771847,1558017394,0x076a9054b52e036e41475446f240ae018ed83b0520772e6e6ba98aa48ad41734,52,0x0cb76f48a4e841ed3ad1ea78dd26ccf1bcacb014bae19f481f37ad473527335b,0x4defa30195094963cfac7285d8d6e6e523c7f90d,0x09cabec1ead1c0ba254b09efb3ee13841712be14,0x50af2847c855abe08866fceb89aa1a76ab075565,152971520629,Uniswap V1,UNI-V1,18,9,80824,20000000000,38442,625636,deprecated,6297651
41,7772919,1558031599,0xf8d3bc5b7f096a75fb14f24848029e8760df9513ddc0aa948d51f4998fb4c02a,53,0x3168b5504a243922cbfa55e1baaa39c765d8c182a0eebb2ae1c234d4eb64db63,0x09cabec1ead1c0ba254b09efb3ee13841712be14,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,0x4defa30195094963cfac7285d8d6e6e523c7f90d,20930984208242503235,Sai Stablecoin v1.0,SAI,18,138,68831,5000000000,61985,4886719,deprecated,6296579
42,7773453,1558038482,0xcf468d4eb942dc5dfe4d164d41b5374d47e854242c6ce4d419ba3ee9b2d0e037,55,0xc5107e3e515b0628b421c5380a74c49ca5796057e9c7e97d5a992b1807e9cec2,0x09cabec1ead1c0ba254b09efb3ee13841712be14,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,0x4defa30195094963cfac7285d8d6e6e523c7f90d,25424103120806225155,Sai Stablecoin v1.0,SAI,18,122,52069,5000000000,46985,5780604,deprecated,6296045
43,7773457,1558038541,0x29070064049681869389361cccae0f75d9d6d0a39a5c5ea3f41f78ba7c0eb892,56,0x7a12389e8e4b899289193f3b79a9d5001864c6ef847df9ae94aebc2ae83eae94,0x4defa30195094963cfac7285d8d6e6e523c7f90d,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,0x09cabec1ead1c0ba254b09efb3ee13841712be14,20000000000000000000,Sai Stablecoin v1.0,SAI,18,41,117459,5000000000,105536,1976965,deprecated,6296041
44,7773457,1558038541,0x29070064049681869389361cccae0f75d9d6d0a39a5c5ea3f41f78ba7c0eb892,56,0x7a12389e8e4b899289193f3b79a9d5001864c6ef847df9ae94aebc2ae83eae94,0x2e642b8d59b45a1d8c5aef716a84ff44ea665914,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x4defa30195094963cfac7285d8d6e6e523c7f90d,53233308286766174834,BAT,BAT,18,41,117459,5000000000,105536,1976965,deprecated,6296041
45,7773463,1558038584,0xfa3a46d0744216abdaf2d0fd356551481b02cd2e3a433690f29d1efc60b5128f,57,0x061da53eb1633079f466e020ba2521eefa698d5dffb256e53242a02f09e40c5c,0x4defa30195094963cfac7285d8d6e6e523c7f90d,0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x2e642b8d59b45a1d8c5aef716a84ff44ea665914,53233308286766174834,BAT,BAT,18,58,66634,5000000000,45029,2968318,deprecated,6296035
46,7773481,1558038841,0x86f008bc8b27956f3ee3b753dfe2d0ca7697b33b3c095e8be4cd85e28d9cd0f5,58,0x4da79e8f823d5c85fab4d6a6d7e7b284d5953d900384b4e309537cffd6dae52c,0x3fda67f7583380e67ef93072294a7fac882fd7e7,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,0x4defa30195094963cfac7285d8d6e6e523c7f90d,500000000000000000000,Sai Stablecoin v1.0,SAI,18,39,251347,6750000000,167565,2122228,deprecated,6296017
47,7773495,1558038991,0x1eade46cf84ef71f0e7827bf5d9033be4b3af77314108dba323e03c5b376de9c,59,0xc7180963ebfa4b854fca8fc33822ead4004f70ed94248550c26ddbfd693a766a,0x4defa30195094963cfac7285d8d6e6e523c7f90d,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,0x09cabec1ead1c0ba254b09efb3ee13841712be14,20000000000000000000,Sai Stablecoin v1.0,SAI,18,79,67277,5000000000,60602,3529733,deprecated,6296003
48,7797342,1558361959,0x8cdd1ca04738eef38d9b3e659b7e1a47cf57280db33e4b6602ad5b0445cfd7d0,60,0xffcb5faf45ce1d64294bf57c5b9a6e5ffb9c38d18d07d0b631d067f2678646ff,0x09cabec1ead1c0ba254b09efb3ee13841712be14,0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,0x4defa30195094963cfac7285d8d6e6e523c7f90d,1232501730478302964,Sai Stablecoin v1.0,SAI,18,176,47208,7000000000,46857,6541726,deprecated,6272156
